source,sentence,label
vi-du-tu-dien-dan-giai-nf.no.txt,𣋚󱓽澟传𠽋唭仉𥪝𥆾𧵑𠊛外秩釵𦋦情𥆾忍𦋦𢚸㤇親𪀄歌𠰉𡂒𣷮弹䁀當京城矇䀲𡬷𡬼朝𢚸渃拱没󰟯如筅𣎀𣅘仉𬈋𠓨茄爫咱𪾮眜底麻𡘮𬌥,Nom
dvsktt,萍生檄檄娶本社鄧春長女生三男長曰登庸次曰篤信季曰橛登庸有勇力以武󰁮入宿衛至是乃拜是職夏六月以杜絪爲御史󰱑副都御史户部左侍郎揚直原還自明帝以象笏銀帶賜之冬十月初四日下御史󰱑副都御史杜絪于廷尉獄絪以言事忤㫖繋獄尋放之黒羅羅國人侵入朱村田䦕,Chinese
thien-nam-ngu-luc.no.txt,乃咍軍國平章重權扲斤天下𢵯扦所郎坡𡎝𡨺廛國家课意陳柳󰑼吒𬙞𨑮歲𫅷𠇮染疾𤴬傳𠾕󰜡興道𠓨歇橋野象𨅸侯堆边逐歇左右碎綿後堂𦋦塊柳卞呐䏻扲𢬣國俊𠸕浪陣初吒㐌筭芒𠓨殿𢗼群守度执鎌爫苓吏忍固安干詧,Nom
dvsktt,念天討之任不在我而誰可尙慮夫天閟悉而未通事艱大而難濟於是萃同德之臣淬倚天之劎養晦藍山俟時觀釁臨事而懼不可疾貞㨿險伏兵常以寡而敵眾臨機制勝每以弱而制強噐械資粮多取於賊經營十餘年困衡幾餘度,Chinese
dvsktt,三月初一日闍槃城陷俘獲三萬餘人斬首四萬餘級生擒茶全還班師先是諸營𢒎橋既成茶全日送降疑上召黎厥忠等謂曰賊之鬪志已觧我之攻期既成茶全今日乘城一皷可拨予将𭛁砲恐彼知之不如密約諸營同時進討乃徧諭将士可急梯城有󰟸上遙見前驅營軍已登城堞乃連𭛁砲各三響以應之又命内臣領臣武軍訴東門關以入命同太監阮󰲰諭諸營将士曰府庫財物各宜封守不得燒燔占國茶全生致轅門不得𢦤殺帝命旨揮吳鴈引降賊逋産訶摩至且令陳列求降貨財噐用非我國所有命尉杜環歷指其名有銀匣形如劎上問是何物也環對曰占物自古為國主必有此噐傳之子孫訶摩乃茶全之伯父順仕軍生擒茶全引至上前,Chinese
dvsktt,唐議選將平之夏侯孜曰王式雖儒家子前在安南威服華夷各聞遠地可任也御拜浙東觀察使冬十一月戊申土蠻引南詔兵合三萬餘人乘虚攻我府𨺻之都護李鄠與監軍奔武州辛巳唐咸通二年春正月唐帝詔𭛁邕𬋩及鄰道兵來救鄠擊南夷夏六月癸丑唐以盐州防禦使王寬為安南經畧使時鄠自武州𠬧集土軍攻羣蠻復取府城唐帝責其失守貶儋州司戶尋流峯州以王寬為都護經畧使,Chinese
luc-van-tien-full.no.txt,武公䀡𧡊𢚸強虎𤽗庒戈𢜝世间唭󰘉𢈱亘強嘲𠊚㝵𠸗鱼翁㐌固功迻𧗱𡢐些沛卢𩢬𡊰恩鱼浪碎庒𥉩恩,Nom
3_tale-of-kieu_no.txt,麻𢚸𥜤𥙓㐌𠴔󰜋边𠃅西底冷香願吹緣潭𧺀𫥨緣𢜢㥬招捘𠓀拯𡨹𢭩底𡢐𢧚𢢆共払𪽝埃倍咦柳押花奈群身群󰜋𡊰培固欺,Nom
dvsktt,叔獻既得朝命人心服從遂發兵守險不納渙渙留鬱林卒即以叔獻爲刺史撫安南土是歲宋亡甲子齊武帝頤永明二年李叔献既受命而斷割貢献齊帝欲討之乙丑齊永明三年,Chinese
vi-du-tu-dien-dan-giai-nf.no.txt,𬇚光茂幼𩵜𢧚排茀菲𦰟竹󱤖斜㗂鐘鎮武更𪃿壽昌﨤欺𡗉役苳荄亂𥪝𠀧府賊外𦊚方英㛪如体蹎𢬣英𠫾渡育約󱡥滝𨱽𩛷蘋藻容𨱽蒌苦噲󰑼𩛂󰑼𨇜戈吝户馮時𢀭麻户徐時苦仍𣈜𣈙民苦物𤷍𫽄別頭𧿨𫴋𬞷𧿨𨖲拱苦若故昆𠌊冷昆𡛔冷咍爲盎那召󰡰讀念察察鐄芃𧂭菊,Nom
a-di-da-kinh.no.txt,固德宿王佛香上香光佛德大焰肩佛寶華嚴身佛娑羅樹王佛拱寶華德佛見一切義佛如須彌山佛恒河沙諸佛調於在𡎝命現相󰀬𨱽𢌊包𠆳𡎝三天呐𠳒誠實尼眾生𢧚信想拱羅𢧚稱讚功德空議𡂑,Nom
dvsktt,置安撫使副屬州置通判又設小路提刑漕司轉運職天長府置太府少府復國父上宰國瑱官爵秋八月置諸路鋒團二十都遂捕盗刧十六日塟憲宗于建昌安陵史臣吳士連曰天子七月而塟昔周桓王七年始塟以周室有子儀黑肩之亂故也憲宗至是始塟四年矣未聞有故也盖有上皇而從其命,Chinese
vi-du-tu-dien-dan-giai-nf.no.txt,核艾固号穿絲卒𣳔𣎃𠃩辰橘𧺃𫆮𣎃󰬾艾栍丐𡥵尋𧗱鼾睡午艾或來莽昆庄𫧇斈艾式𬛩擬艾群恾象𦲿諸埃括𬮌樁艾香戒定𦹳菟每味當欺患難及饒󰄯𫯳牢𦬑補𠫾𠅜誓羕𧘇牢欺圣神,Nom
vi-du-tu-dien-dan-giai-nf.no.txt,𤯰𫥨襆䏧顛如墨意羅計侶索𨕭窒潙墨󱎾買𢧚蹺隊風流窒墨󰬾𣈜節唒𫵊如埃拱𨢇茶巽𦝄粓買𠬠果茄󱋓渃𩻐𦝄娄地㙁地仙󰑼柴相地默襖地𧿯𠫅艚董鼎𥋳䀡𬙛樣仉默欺𪶵地便尼宁𣳔矧䜹畧圯行廊援梗碧挴花鐄爫清,Nom
vi-du-tu-dien-dan-giai-nf.no.txt,𡥵偨𫅷吉節𬷤魯臋抹胸羅巾𥾾臆𣈜時󱩖󱩖𥀌𥀌最時𢶷𧚟朱西臁臁𧵑𫤯萬千𦊛𣩂𠄩𢬣扱鲁臀膝頭膾孫權󰋇丿󱏹肝𤉗曹操稽番𣡚𦢉枯,Nom
dvsktt,右属于吳晋宋齊梁起丁未終庚申共三百十四年前李紀在位七年帝志在滅賊救民不幸遭陳霸先侵伐飲恨而没帝姓李諱賁龍興太平人也其先北人西漢末苦於征伐避居土七世遂爲南人有文武才初仕梁遭亂歸太平時守令暴刻林邑寇邊帝起兵攻逐之稱爲南帝國號萬春郡龍邊辛酉元年梁七年大同交州刺史武林侯蕭諮以刻暴失眾心帝世家豪右天資奇才仕不得志又有并韶者富於詞藻詣繏求官梁吏部尙書蔡樽以并姓無前賢除廣陽門郎韶耻之還鄕里從帝謀起兵帝時監九德州因連結數州豪傑惧響應,Chinese
vi-du-tu-dien-dan-giai-nf.no.txt,󰜏𫅷󰭔被曷椒𤯨包饒嵗󰬥调𧃵𨐮老拱㐌𢜠台𢘾固󰜏𫨩蓝𫨩爫󰜏馭𤷍少几𧜖𤏦𪺇󰜏割𪡔威役博空雙碎𣩂𣦍𣩂𣦍𫳵𡝖倍傍台𫖀𪪳𬞑󱬐撑顛𤽸𪽝在娘娲𠺙髀鏁,Nom
vi-du-tu-dien-dan-giai-nf.no.txt,念經寂滅引塘依皈旦䀡爭鬪𦋦情爫牢钱𠖿泊沚曾旁旦茹𧁷𢬣空饒請𠫾道怒義尼百㗂𠰏𦖑𥹰請請吏銅钱讀謗󰑼𠅜呐談所腰蒸几士丕苦麻拯諂窮𡲤强駢𨋤𥙩才藝辱辱調平雙塘𫏾所典擬共欣𠦳欣𤾓,Nom
3_tale-of-kieu_no.txt,𥘷疎㐌別兜麻監𠽔生浪𣈙𫗄𣈕湄𣈗春㐌易情期󰋇欺油庄𪹾𬌓情𬏝舌低麻固益咦旦埃𡭧之哏咘󰜋𠄩朱仃耒仕料排䋦萌囷𤍌油負𡬷誠,Nom
15_ngoc_kieu_le_no.txt,生旹㐌任州杭童旹吏論𧗱塘金陵觥城𠫾吏吝-边𦖻永㗂哙浪蘇郎尋𠊛𠳨特技強羅蘇友德𥪞坊𠊛低𨔍之𠄩㗂𧵆咍𦖻𦖑㐌𤑟尋𣦍旦茹封書坎念迻戈脱𦖑友德別羅傳生,Nom
dvsktt,命五道官鞠問其事伯遠福等心不能平上章具栗罪過論栗已經罪犯玷居風憲不愜眾心乞與栗對理上留内不下栗等聞之大怒奏曰臣聞自三代以來未有被言官弹劾而反訟言官也今伯遠等與臣争訟是蔑視陛下之耳目臣等因之罷免固不足惜但恐後之任是聀者將緘默不敢言耳太尉可司㓂克復等因奏伯遠敢𭁈󰱑官争訟宜罷從之詔禮部出榜禁民間服黄色著鞋履及用雕畵麟鳯噐用以北道參知阮宗仁知審刑院事教援阮國杰符世豪為司刑大夫御前學生黎霖為御史󰱑主簿旨揮禁世家子弟人眾等不得養鬪鷄舞猴飛鴿山呼鳥文𤤻魚雜戲等物以廢本業,Chinese
16_phat_bo_de_tam_van_no.txt,芇妬-華-過虛閧底朱𠅎人身𡢐耒苦尋鄧𠀧𡎝-𪧍𦒹塘戈吏冥蒙𢌌𣦰別兜𦓡尋-果報㑏𠺥苦𣄒冲𠀧塘𤴬怛呐空鄧埃兜台-苦尼古徳𣎏呐自作還自受他人-不得冲欺𢖵𦥃𢈱呐低兜空冷𧀞心朱𢧚衆些沛𣭻𣭻斷弋𣳔生死尼-𣇞悶絶塘生死空苦支役功名停念細姅局榮華富貴無心時鄧如生𢚸貪悗沛𠫾塘生死常懷心𨉟斷滅朱歇輪廻生死𨉟低-𠊚同𡆁𧗱境西方𡗉刦功奇箕在冲蔑𠁀尼𠡚舉事修行如-買噲𤼵心濫佛釋慈風訂正演義第七文菩提敬勸-荘𠫾出家冲善男信女濫牢沛重分靈魂𨉟低冲𠀧道特𠸜終伮呌羅真如本性茹佛徳釋迦呌,Nom
vi-du-tu-dien-dan-giai-nf.no.txt,𦀊愁埃窖𥿁芒另尼䋥𤟛󱕗唐𦃿㹦路󰑼𤞓朔爫之𢧚时侈𥙩𢧚時𦬑囊鵝󰑼𤞒哿世󰑼雖浪館客狹𤞑准𦣰拱靜准𡎥拱清𤠚丿連堵𤝽𦋦外𢧚蔑𤞻奇𨅸𫀢歆歆𤝞𤝹𤞻𤝰麞尼󱙻本󰣡󰑼㹰,Nom
vi-du-tu-dien-dan-giai-nf.no.txt,𪀄𡶀𦖑經古訖劬特如松栢撑𫉮䜹󰑼𪡔咡廛援麻𫀅󱝝呌咟住𬛀昆役之急急奔奔𧼋𢙇渚𦖑𠳒世𠶓㖇俸連𥙩𥙩吱吱者朱些低󰅹沛藿柴噃噅噃吻呐㖇空任咳咳姑悲伵保㖇保㖇空特梞翁掑珥床強𠴍㖇朱強吹珠啫絲紆強商𨢇㗂浪醝醝拯󰋇,Nom
15_ngoc_kieu_le_no.txt,駐兜嗔𠸕別尼或欺𠊛固𠰺𠾕女庄𦖑𠳒𠸕指𤍊澄共𢭂詩柳吏氷𨤮槐𠸦謀老董買稽拮𠄩章意𫔯𠫾別形據如𠳒𠸕王生𥙩𠄩章𠠩底呈白公,Nom
thien-nam-ngu-luc.no.txt,𢧚𢚸暮雨朝雲客楚娘秦拯塊某厘自󰝡𢚸慾𢧚迷𣈗𧗱共孛店𠫾共娘涓連𢚁拯𡨺床店清𪠺哆共娘𠱋咦固昆侍女𡎥𦖑別意𠸫跪典𫏾聖躬𤤰𠼕查𠳨亊𢚸娘󰝡意实排共聖明𫔬𬖉恕罪󰘵生碎𧯶固情花月共埃𫡦吝󰘂㨂扦掑,Nom
dvsktt,各以財貨至市北物重載而還托言明欽差官遇有他事不至󰱑官何栗等黨此不言朝廷莫正其罪甲戌帝幸籃京太后諸王皆從行命大司徒黎慎都押衙一隻道過乂安府命旨留其象於軍府賜盆蛮使大紅緞子衣一套絹十疋甆噐五篭遣還承天閣成莊嚴勝前󰱑官何栗同亨𭛁等劾奏訟多沉滯事在有司非臣等所知審刑郎中大夫程旻阮文傑黎伯遠等皆叩頭謝罪,Chinese
https://chunom.org/shelf/corpus/5/,詩云賊殷𨑮萬没𣘃棍𠀧𢆫𠦳𠸗没聖𡥵功業標蓮頭馭〓孝忠𤋵𤏣𬌓𢚸𣜱𫥨𢬣解救朱〓𥠭底㗂𥹰𨱽貝渃𡽫固固空空芇赦𠸥𠊚𠸗群買渃𡽫群,Nom
dvsktt,王起兵㨿陸岸邀截諒山要路殺本處總兵蘭郡公缺名及奪取象一隻并財物十一月節制鄭松差薊郡公潘彦領諸水奇戦船三百艘象一隻鎮守海陽青林鄭文彰守永頼阮廷倫守錦江海郡公缺名守唐安王珍守超類十二月盗刼處處群起燒家殺人刼掠財畜丙申十九年明萬曆正二十四年月二日偽壮王莫敬章移屯安廣㨿萬寕香蘭使其将永頼人莅國公嘉福人太國公並名缺莫宗子莫瑋莫理等領戦船大小八十隻侵掠四岐永頼江三日至青林青河江𭁈潘彦兵戦自寅至午大擊于江中時潘彦馬未及鞍兵未及甲賊船已到營門軍皆失措潘彦出拒纔四十五人而已膠水将禮郡公見賊勢大自度軍少力不䏻支自率本船軍人先退潘彦以爲恇怯斬之以徇󰕛又得西真一水隊輕船突進賊将疑救兵至乃大潰棄船下水迯生潘彦乃手招本兵大小船一齊突戦奮擊中流斬賊将莅國公太國公安郡公缺名以下瑞郡公及裨将二十餘人斬󰱐賊馘二千二百九十八顆收󰱐船艘噐械不可勝數俘󰱐賊将豪郡公缺名等數人賊黨各散㱕田里即日觧送賊将豪郡公至軍門潘彦親觧其縛慰之曰汝欲生乎,Chinese
vi-du-tu-dien-dan-giai-nf.no.txt,平生染特疾踈狂典創𣈜固𡥚行䊷𥙩丐𧒌補綠𨇒典𤼸󱰍荣花𩢬𡥚公卿𣳔次哿盛昆昆𡥙𡥙𠁀次𠄩𠁑命羅𠁀𡥙󰣑群刀𪀄鳯𬦄𣅙除木𡥙𧏵撑𥊛𨖅函谷㹯孤古𥋓吏烏江𤠲給𡳪𩄲𠄼式𩂏撫殿堯𡶀𠦳層扃孤塘蜀固塘𡮈朋𦛌羝觥孤役外鄕黨渚堆孤李南浪主不󰒂,Nom
https://chunom.org/shelf/corpus/11/,明浪払㐌𢧚名明浪払㐌𢧚名𡲤酌些拱盃𥪝每皮𢪀浪𡨸貴易交新城乙𫽄劒之紅顔哸生耒吏嫁娘朱生於冷埋吏﨤冷,Nom
dvsktt,冬十月會試天下士人取中格姜世賢等八名十二月殿試賜姜世賢進士及第第三名阮文澧進士出身鄭髙第等六名同進士出身辛卯三年明永曆五年春彗星見東方二月時明帝幸駕駐蹕于南寧城有勑諭王資其兵象糧銃以助恢勦秋九月吏部尚書掌六部事兼國子監祭酒翰林院侍讀掌翰林院事太傅泉郡公阮惟時卒冬十月明差官捧賚勑印來封清王爲副國王,Chinese
dvsktt,春正月初五日令諸税某年徵納至末年納足不得如前今年納明年徵二十二日禁衙門吏更番并外直舍人非當番不得托别故擅居本衙門作幣二十九日辛未帝疾大漸乃憑玉几命皇太子嗣位帝將崩時有自述詩云五十年華七尺軀剛膓如鐵却成柔風吹牕外黄花謝露浥庭前綠柳癯碧漢望󰠃雲杳杳黄梁夢醒夜悠悠蓬來山上音容断氷玉断魂入夢無三十日壬子帝崩于寶光殿是日神劍神璽皆失帝生皇子十有四長皇太子𨭗次梁王銓宋王鏦唐王鎬建王鑌福王錚演王鏓廣王鐰林王將應王󱴐義王󱴑鎮王鋞肇王鋑荆王鍵皇女二十在等作紫霞殿寶文殿金鵉殿寶光殿籃山寝殿初帝即位上仁宗之尊號稱宣慈之徽號得寧從逆則嚴加顕戮,Chinese
vi-du-tu-dien-dan-giai-nf.no.txt,奴𠴝󱚢奴𤻻奴醝耒碎仕救娘𨖲𣦍朱脱脱先摸󰬾錢𬷤錢𥙪𥺊󱪶買󰬾銅油,Nom
vi-du-tu-dien-dan-giai-nf.no.txt,𨕭空落度雪𠖤花丰姿恪態尋常𩯀𩄲𨉞雪唏香䏧玡箕󰠲班最杜船泊𠖤花雪江天𠬠牟拱𪰛坦翥拱𡗶𩂏燶𤆈爫之閉𪠠夏𦼜𦿄𩂏葉𦷾,Nom
vi-du-tu-dien-dan-giai-nf.no.txt,意摆倪夜麻󱜐雲髮󱮮𡨧衝世夜夜宝蓋𡽫片𡨧鮮淡夜密箕待杲号󰑼夜毛欋巴皮夜抖宜各同鬪㺔𪽞夜𢪀浪謹台訥蓬栗棘󰅹𪮏沛綽像𪤻蒸襖𤿦羝𡮈羝𢀲絲𤽸埋󱫗𠄼塘娘些𣈜𣈙𪤻樸漣󱮟拯如課怒𤷍𤶹,Nom
hoanh-phi-cau-doi-page-3-29-manual.no.txt,教養人才𡽫滝𨷈祿節占𢗼民計坦渃萬𦭒春㳥禮幅貞春坦渃𨷈紅千紫熷𤇊穹景節𡽫滝𤾓色萬牟𨒺𠄼占𢗼産出經盈窖了儉勤𨒺𠄼節,Nom
https://chunom.org/shelf/corpus/47/,荣永𦖻𦖑㗂哭夷傷𫯳𢧚餒哭比絲𠮾嗷妾𢖵味甘草𨢟䔲払喂味桂枝石乳陳皮𫳵底吏交梂妾别埃特生寄払喂死則歸,Nom
3_tale-of-kieu_no.txt,分䕯包管渃沙泠汀兜女拱󰑼泠汀診𠲖圭客󰜋命𢬣空渚易尋鑅廕𩛂𢪀𠫾𢪀吏𨒺孤𫢋前産固每圖金銀边命㩫底𫉚身吝𦖑更㐌󰜋份𪔠𠀧拮命戈𦰟墻花𨁮塘蹺𩃳𦝄斜𧗱西𩆪霧𨤵㵧頽𣘃㗂𬷤店月𨁪𩌂捄霜更𣅘身𡛔𨤵長,Nom
luc-van-tien-full.no.txt,儉浪𦖑㗂𮎦仙𫢩它﨤鄧匪願約𬇚歆浪渚別湿高爫书買𤑟幅芇才能卞呌翁舘𠰺浪呵筭讖所物咹朱皮舘浪𨢇𦧘𠲖兮姑鱗鯺鳯少夷物󰠲箕󰑼茦𦲿𨢇橷尼䃣白雪怒瓢菊椿防欺待客𮎦雄待荘䝨右𤯭󰠃的弓,Nom
quoc-am-thi-tap-nf.no.txt,括坦燒香講五經𪀄杜祖認群別𩈘花年棱体和咍名帶麟符虎𢚸庒約,Nom
quoc-am-thi-tap-nf.no.txt,唐𠫾舍另蔠荄𠰘𠊚似𡧸味戈兀道聖朋𮈔䋦矣𨱽午沃讓謙羅美德堆姑埃易劍之埃當機埃几肯讓埃輸特情期固蔑埋甓曠󰅹排貝玉𧤁恒仍木戈腮爫冷買忌渚爫𭁈,Nom
thivien_Trần-Danh-Án_Tây-Sơn-hành_raw.html,海宇承平二百年深宮春色鎖嬋娟嫣紅錦褥人眼獨淺翠花裀蝶夢纏不是神仙無對偶可堪芳景忽流連紗窗寂寞梅酣雪,Chinese
thien-nam-ngu-luc.no.txt,自意名節路𦋦朝廷𢪀議𠊛些呐屯外時幼主迷昏冲時太后淫奔恠乱渃危主幼坤寒業茹户趙謳筭自𣈙少季𧗱渃渚迡呂嘉通息店𣈜仍慳固𢚸废主㐌安特機哰保𠁑𨕭每𠊛泣和文武埃埃娘樛太后𦉼𠊛邪淫昆𦉼哀帝𢜗惏,Nom
thien-nam-ngu-luc.no.txt,誓𢚸柴伵𦋦兵水步順行𧗱典烏鳶趙王自𦖑𧡊信備用礼物兵𨖲逴𢜠浪初先帝臨崩賊梁特󰟨㐫興𧻭乱娘𡗶𪭱󱧔賊殘察尋户李庒群蔑埃眾保押遣𨖲𡾵𡨸位沛暫𨖲𡎥爫𤤰矯麻几恪捏𢺀如䊷固笠易和矯𦀊悲除𤤰㐌𧗱低󰒂昆𡥙𣈙之敢堆𢮩,Nom
thivien_Phan-Thúc-Trực_Từ-thí_raw.html,不赴今秋選無人會此情故妻方在日望我早成名,Chinese
chu-kinh-dien-am-manual.no.txt,咹乾於𠒦旦朱苦𨱽群如畜生每類𤛠𤙭雞𤞼𠊛𠁀眜𥊛褒君𡢐沛爫竜書生爫𧋻黃公爫蝇杜宇令下𣈜初爫啼鵑意悲除群𥱬彭生爫𤞼計𠫾劉姪爫犬艾時爫𤛠,Nom
vi-du-tu-dien-dan-giai-nf.no.txt,先人拯固福侈補昆戊瑰蒸𫢩𦊚𢆥丕英尼吏打𩢬些低寔𤑟爫福沛罪朋某丕所性虎𡨺俸爫官福及時箕神江瀆丕頭鄧謀意㐱吏咍塊禍債縁伴侶傷払善招禍柴僧𭜨氏牟傷𢚸𡥵𥘷䜹癡﨤干禍󰊄灾𠖤不期𤈜城禍𢯦旦欺浽打饒𦣰禍,Nom
dvsktt,賜吳勉紹阮敏篤劉啓顓三名第二甲進士及第賴金榜等六名第二甲進士出身阮度戥八名第三甲同進士出身按阮文泰記云臣謹按前朝自大寶三年壬戌開科或六年一󰁮或五年一舉未有定例至光順賜年癸未科以來始三年一科𭁈明國會典以子午卯酉鄕試辰戌丑未會試惟光紹三年戊寅有科者以二年丁丑歳當大比而時方有事至是始󰁮行焉加封莫登庸為武川侯秋七月初七日天暴風雨雷震擊人甚多十一日殺鐵山伯陳真并其黨陳智阮俄阮伯達黎願欽等六人於禁中先是真既逐阮弘裕權在掌握莫登庸亦憚之乃為其子登瀛娶真女時有好事者為之語曰陳有一人為天下君兎頭虎尾濟世安民以故國舅褚啓壽國公鄭侑𭁈瑞郡公吳柄皆謀曰陳有一人即陳真也兔頭虎尾者寅之末卯之首也恐於是年有变勸帝旱除之至是朝退帝使召真𭁈第子陳智俱入禁中令人閉諸城門使力士捉真,Chinese
vi-du-tu-dien-dan-giai-nf.no.txt,𡳒䀡𨁪古詩題𡓃眞彭勝𨕭𦝄嵬聖帝鐘捧󰡎古道賢碎呐耒𥙩條撑擬紩古撩古㹥𫃚古猫𤭸荼󱌡㙁質招𥈶𥈺悲𣩂杶奇牢空󰝂𪾋古奴吏,Nom
thien-nam-ngu-luc.no.txt,𩯀絲𡮍拯多芒某分課意太宗茹陳𢜠𠁀無亊爫船江𨒣歆歆𪖬对倘都虐𣳔察察杜茹喝门順吹𧗱裊滝昆细安所社󰑼丹鳳城湖馬津買㨂营俸𧡊船呈𤤰𠳨意埃踈李服蛮𦉼碎生圭本於在尼民尼拉李南帝闭迡固名忠孝𡗶咍所𢚸㤙𤤰上帝敕封除灾去厄典共民𫢩,Nom
bach-van-am-thi-tap.no.txt,自在𣈗戈料几平笘自然丐𦼔戈𣈗𣎃路󰕩󰑸捲󰑪台箒撅󰊂掑矯畑撩𩚵咹󰕖共㙁黙泥之錦絩𢭸核𡎢烘𠖾條些唉條銭財羅数𧵑流通,Nom
16_phat_bo_de_tam_van_no.txt,曉丐頭壹𡥵眜矑空-羅徳閻主差𠊚探咏吏添𩯀華-𪘵聾唻拯-鬼無常𠳚信𠳨𣄒𡊲芇世間低每𠊚貪財沈色調寔蔑塘則喪身失命如茹夏𤤰桀被娘妹喜茹商𤤰紂被娘穌妲己茹周幽王被娘褒姒自女色妬喪身亡國每𣈜沈醝𨢇𦧘空沛羅-朱溇㭲地獄咍牢𠓀𡥵眜算信𢝙暢蔑𠁀兜曉身𡢐𠺥苦囚閍刦蔑埋根命悶絶耒身尼被業風𠺙如釖-割𠛌外時𢬣蹎--冲時肝𫆧𤴬壹斷膓油-𡥵傷惜空𣎏計支扲撞吏朱鄧油𦓡三族内外苔茹𣎏𠊚芇替命朱𨉟𠊚𤯨嘆哭𢞂愁別羅澄芇𠊚𣩂神魂𩢦𩧍逸𣇞蹺鬼使𠓀塘空𧡊映創支𥊚𥊚𨷑𡥵眜䀡朱紀,Nom
thien-nam-ngu-luc.no.txt,篤𢚸扶拉陳皇這霜𦉼莭鉄剛𦉼𢚸險嶤拯管荄蔠敢辞苦辱本𢚸敬信及课元將侈边󰆙𤤰陳卞御連親征旦平虜𬮦㨂营𤤰共諸將分兵敵共𥙩爫易庄𬮦防蔑店元押𠀧妄日㝹,Nom
